id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat,,,,,
ark://27927/phzg2rm4kp4,"Epilogue	",Transatlantic Fascism,2010,,chapter,,portico,,01/01/2010,,,,"Finchelstein, Federico",Duke University Press,eng,,,,fascism; argentine; peronism; nacionalista; nacionalistas; mussolini; nacionalismo; argentine fascism; psychoanalysis; epilogue,5741,16,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/20081692,"Fascism, National Socialism and Conservatives in Europe, 1914-1945: Issues for Comparativists",Contemporary European History,1999,,article,research-article,jstor,,01/03/1999,1,8,http://www.jstor.org/stable/20081692,Carl Levy,Cambridge University Press,eng,97,126,,fascism; fascist italy; mussolini; hitler; italian fascism; italian; conservatives comparativist; germany; nazi germany; national socialism,16509,30,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/26301932,"Challenging environments: Danger, resilience and the aid industry",Security Dialogue,2012,,article,research-article,jstor,,01/10/2012,5,43,http://www.jstor.org/stable/26301932,Mark Duffield,"Sage Publications, Ltd.",eng,475,492,,security; resilience; humanitarian; aid workers; duffield; aid industry; aid agencies; modernist; international; liberal interventionism,10324,18,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/26895785,"La Scala in the Aftermath of the Liberation, 25 April 1945 to 22 June 1946",The Musical Quarterly,2017,,article,research-article,jstor,,01/07/2017,2,100,http://www.jstor.org/stable/26895785,Paola Merli,Oxford University Press,eng,155,198,,fascist; liberation; music institutions; performing arts; fascist regime; teatro lirico; musical quarterly; political; ente autonomo; artistic,20213,44,unigrams; bigrams; trigrams,,,,,
ark://27927/pjb351vh9r,Approaching informal learning about #feminism on Twitter,On the Horizon,2021,10.1108/OTH-06-2020-0021,article,research-article,portico,,20/10/2021,4,29,http://doi.org/10.1108/OTH-06-2020-0021,Verónica Valcarce de Veer; Paloma Valdivia-Vizarreta,Emerald Group Publishing,eng,160,173,,hashtags; twitter; tweets; feminist; learning; tweets containing; twitter accounts; informal learning; social; feminist hashtags,7305,14,unigram; bigram; trigram,,,,,
ark://27927/phw98x8b2r,"In Search of Black Italia: Notes on race, belonging, and activism in the black Mediterranean",Transition,2017,,article,,portico,,17/06/2017,1,123,,Camilla Hawthorne,Project MUSE,eng,152,174,,italian; black italians; blackness; black italia; mediterranean; african; racism; transition; roj walker; black mediterranean,6642,23,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/25834069,"LITERATURE, 1945 TO THE PRESENT DAY",The Year's Work in Modern Language Studies,2007,,article,research-article,jstor,,01/01/2007,,69,http://www.jstor.org/stable/25834069,Joanne Sayner,Modern Humanities Research Association,eng,783,820,,german; christa wolf; konigshausen neumann; literatur; elfriede jelinek; ingeborg bachmann; wurzburg konigshausen; christoph hein; frankfurt berlin; emine sevgi,14602,38,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/48733894,The rise of populist parties in the aftermath of a massive corruption scandal,Public Choice,2020,,article,research-article,jstor,,01/09/2020,03-Apr,184,http://www.jstor.org/stable/48733894,Alessandra Foresta,Springer,eng,289,306,,corruption; populist; national elections; parties; populist parties; corruption scandals; coalition; public choice; political; municipalities,7532,18,unigrams; bigrams; trigrams,,,,,
ark://27927/pfgq2pjv7,"Fascism and Anti-Fascism in Italy: History, Memory and Culture",Journal of Contemporary History,2001,10.1177/002200940103600108,article,review-article,portico,,01/01/2001,1,36,http://doi.org/10.1177/002200940103600108,John Whittam,SAGE Publications,eng,163,171,,fascism; italian; fascist italy; mussolini; italian fascism; felice; history; rosselli; carlo rosselli; whittam fascism,5397,9,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/26570514,Curzio Malaparte and the Tragic Understanding of Modern History,Annali d'Italianistica,2017,,article,research-article,jstor,,01/01/2017,,35,http://www.jstor.org/stable/26570514,Franco Baldasso,Arizona State University,eng,279,303,,malaparte; curzio malaparte; aerial bombings; fascist; creaturely; christological; creaturely life; tragic; pelle malaparte; tragic understanding,11722,25,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd1898f5gj,Introduction: An Archimedean Podium,Speaking the Unspeakable in Postwar Germany,2014,,chapter,,portico,,01/01/2014,,,,"Boos, Sonja",Cornell University Press,eng,1,22,,public sphere; speeches; german; public speeches; arendt; twar germany; postwar; speakers; rhetoric; public speakers,10392,22,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/jj.17207102.57,NOTES,"Vortex, The: An Environmental History of the Modern World",2023,,chapter,notes,jstor,,01/01/2023,,,http://www.jstor.org/stable/jj.17207102.57,FRANK UEKÖTTER,University of Pittsburgh Press,eng,651,782,"Pittsburgh, Pa.",history; university; cambridge; karl escherich; hauptstaatsarchiv dresden; vandenhoeck ruprecht; oxford; mukerji impossible; göttingen vandenhoeck; potosí,68187,131,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/10.7591/j.ctt1287dgh.5,Introduction:,Speaking the Unspeakable in Postwar Germany: Toward a Public Discourse on the Holocaust,2014,,chapter,introduction,jstor,,01/01/2014,,,http://www.jstor.org/stable/10.7591/j.ctt1287dgh.5,Sonja Boos,Cornell University Library,eng,1,22,"Ithaca, NY",public sphere; german; speeches; public speeches; speakers; arendt; twar germany; postwar; rhetoric; public speakers,10529,21,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/phz88m0wc03,"The anatomy of controversy, from Charlottesville to Rome",Modern Italy,2019,10.1017/mit.2019.9,article,,portico,,25/03/2019,2,24,http://doi.org/10.1017/mit.2019.9,Joshua Arthurs; Nick Carter; Simon Martin,Cambridge University Press,eng,123,138,,fascist; legge fiano; charlottesville; confederate; accessed; memory; italian; arthurs; statue; monuments,9348,16,unigram; bigram; trigram,,,,,
ark://27927/pjbkwqnm6r5,Index,Archaism and Actuality,2023,,chapter,,portico,,01/01/2023,,,,"Harootunian, Harry",Duke University Press,eng,,,,meiji restoration; tosaka; japanism; tokugawa shogunate; archaism; fascism; capitalism; postwar; japanese; passive revolution,8000,16,unigram; bigram; trigram,,,,,
ark://27927/phzhk5ndbmq,The Rise of Far-Right Civilizationism,Critical Sociology,2020,10.1177/0896920519894051,article,research-article,portico,,01/11/2020,07-Aug,46,http://doi.org/10.1177/0896920519894051,Blake Stewart,SAGE Publications,eng,1207,1220,,neoliberal; transnational; political; global; liberal; transatlantic bloc; steve bannon; social; organic intellectuals; crisis,10162,14,unigram; bigram; trigram,,,,,
ark://27927/pjbd36d3zpd,Conclusion:,Mussolini's Grandchildren,2023,,chapter,,portico,,20/03/2023,,,,David Broder,Pluto Press,eng,171,176,,antifascism; alpini; meloni; fratelli d’italia; fascist; italian; fascist regime; ukraine; soviet union; soviet,2341,6,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/26611521,"Organized Crime, Violence, and Politics",The Review of Economic Studies,2019,,article,research-article,jstor,,01/03/2019,2 (307),86,http://www.jstor.org/stable/26611521,ALBERTO ALESINA; SALVATORE PICCOLO; PAOLO PINOTTI,Oxford University Press,eng,457,499,,criminal organizations; sicilian mafia; violence; electoral; organized crime; electoral violence; politicians; honest party; elections; economic studies,24148,43,unigrams; bigrams; trigrams,,,,,
ark://27927/pjb1k6hpwx9,Post‐Fascists: Putting the So‐Called “Populist Right” into Historical Perspective,Journal of Historical Sociology,2021,10.1002/johs.12352,article,article,portico,,01/12/2021,4,34,http://doi.org/10.1002/johs.12352,Wiebke Keim,"John Wiley & Sons, Inc.",eng,604,623,,fascism; interwar fascism; crisis; political; ideological; paramilitarism; economic; post fascism; post fascist; exclusive solidarities,17410,20,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/10.5699/austrianstudies.21.2013.0201,‘Drei Wege zu Bachmann’: The Topography of Recent Criticism,Austrian Studies,2013,,article,research-article,jstor,,01/01/2013,,21,http://www.jstor.org/stable/10.5699/austrianstudies.21.2013.0201,Caitriona Leahy,Modern Humanities Research Association,en,201,215,,ingeborg bachmann; bachmann criticism; recent ingeborg; ingeborg bachmann criticism; crisis; krylova; recent ingeborg bachmann; mcmurtry; topography; schreiben gegen,6722,15,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbbbc40wrg,"Introduction to the Special Section: National, European, Transnational: Far-Right Activism in the Twentieth and Twenty-first Centuries",East European Politics and Societies,2021,10.1177/08883254211004013,article,introduction,portico,,01/11/2021,4,35,http://doi.org/10.1177/08883254211004013,Agnieszka Pasieka,SAGE Publications,eng,863,875,,fascism; transnational; interwar; special section; europe; nationalist; populism; right activism; activism; european,7976,13,unigram; bigram; trigram,,,,,
ark://27927/pjb5mgbxf66,Prediction Machines,Critical Quarterly,2022,10.1111/criq.12677,article,article,portico,,01/07/2022,2,64,http://doi.org/10.1111/criq.12677,Lee Grieveson,"John Wiley & Sons, Inc.",eng,30,57,,facebook; last accessed; cambridge analytica; libertarian; prediction machines; digital; control; democracy; capitalism; wylie mindf,16341,28,unigram; bigram; trigram,,,,,
ark://27927/phz2jksbwwb,"Book reviews: Carlo Ruzza and Stefano Fella (2009) Re-inventing the Italian Right: Territorial Politics, Populism and ‘Post-Fascism’. Abingdon, Oxon and New York: Routledge. $115.00 (hbk), xxi + 272 pp. ISBN 9780415344616",Party Politics,2011,10.1177/13540688110170040603,article,,portico,,01/07/2011,4,17,http://doi.org/10.1177/13540688110170040603,James L. Newell; Duncan McDonnell,SAGE Publications,eng,530,532,,parties; electoral; party systems; political; party politics; italian right; jon pammett; silvio berlusconi; electoral success; visible minority,1606,3,unigram; bigram; trigram,,,,,
ark://27927/pjbfnrbsxtw,Bibliography,Sugarland,2023,,chapter,,portico,,01/01/2023,,,,"Hoxha, Artan R.",Central European University Press,eng,,,,tirana; albania; tirana akademia; soviet; history; london routledge; university; foucault michel; fitzpatrick sheila; eastern europe,25936,40,unigram; bigram; trigram,,,,,
ark://27927/pjbd36d3wm8,Introduction:,Mussolini's Grandchildren,2023,,chapter,,portico,,20/03/2023,,,,David Broder,Pluto Press,eng,1,16,,fratelli d’italia; fascism; meloni; mussolini; mussolini’s granddaughters; neofascist; political; mussolini’s grandchildren; regime; italians,6457,16,unigram; bigram; trigram,,,,,
ark://27927/pjbdw75xq6n,On radical right mainstreaming in Europe and the US,Europe at the Crossroads,2020,,chapter,,portico,,01/10/2020,,,,Matthew Feldman,Nordic Academic Press,eng,23,48,,radical right; fascism; europe; right mainstreaming; populist; right parties; mainstream; parties; neo fascists; vlaams blok,11042,26,unigram; bigram; trigram,,,,,
ark://27927/phx5xcf8ss3,"Review of Far-Right Politics in Europe, Jean-YvesCamus and NicolasLebourg, trans. Jane MarieTodd (Cambridge, Mass.: Harvard University Press, 2017), 320 pp., $29.95 cloth.",Ethics & International Affairs,2017,10.1017/S0892679417000120,article,book-review,portico,,09/06/2017,2,31,http://doi.org/10.1017/S0892679417000120,,Cambridge University Press,eng,253,254,,right politics; border; yves camus; far right politics; eschews alarmism; jean yves camus; pejoratives devoid; fences corralling; thomas nail; figureheads refine,927,2,unigram; bigram; trigram,,,,,
ark://27927/phzgjsm39v0,The Social Dynamics of Pronominal Systems,Benjamins E-Books,2019,10.1075/pbns.304,book,,portico,,15/07/2019,,,http://doi.org/10.1075/pbns.304,Paul Bouissac,John Benjamins Publishing Company,eng,,,,pronouns; pronominal; pronominal systems; personal pronouns; languages; pragmatics; address; social; grammatical; address pronouns,129121,328,unigram; bigram; trigram,,,,,
ark://27927/pbd83x9c16,Jeffrey C. Isaac: Conclusion: Shades of Gray: Revisiting the Meanings of 1989,The End and the Beginning,2012,,chapter,,portico,,01/01/2012,,,,"Tismaneanu, Vladimir; Iacob, Bogdan C.",Central European University Press,eng,567,586,,endbegin bookindb; democracy; revolutions; liberal; political; democratic; communist; garton ash; michnik; eastern europe,7378,20,unigram; bigram; trigram,,,,,
ark://27927/pjbj155gg35,Notes,Against Redemption,2022,,chapter,,portico,,01/01/2022,,,,"Baldasso, Franco",Fordham University Press,eng,,,,malaparte; curzio malaparte; moravia; alberto moravia; italian; turin einaudi; fascismo; bollati boringhieri; milan bompiani; fascist,36168,56,unigram; bigram; trigram,,,,,
ark://27927/phzp2f1315t,Issue Matter,International Journal of Human Rights in Healthcare,2021,,article,,portico,,04/06/2021,2,14,,,Emerald Group Publishing,eng,,,,sexual intercourse; health; nigeria; central nigeria; genital mutilation; hiv infection; hiv stigma; female genital; sexual abstinence; north central nigeria,48458,88,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/40006855,Collected Essays,The American Historical Review,2007,,article,misc,jstor,,01/06/2007,3,112,http://www.jstor.org/stable/40006855,,Oxford University Press,eng,972,973,,eisenhower administration; gender; takyiwaa manuh; lucian holscher; religioser; religious; religious community; modern; miescher; catherine,1640,2,unigrams; bigrams; trigrams,,,,,
http://www.jstor.org/stable/j.ctv9hvtcf.13,"Authoritarianism, Discourse and Social Media:",Critical Theory and Authoritarian Populism,2018,,chapter,chapter,jstor,,01/01/2018,,9,http://www.jstor.org/stable/j.ctv9hvtcf.13,Panayota Gounari; Jeremiah Morelock,University of Westminster Press,eng,207,228,London,twitter; authoritarian; authoritarian populism; discourse; american agitator; tweets; authoritarianism discourse; media trump; social; marcuse,8971,21,unigrams; bigrams; trigrams; fullText,,,,,
http://www.jstor.org/stable/26377374,"Bridging language barriers, bonding against immigrants",Discourse & Society,2017,,article,research-article,jstor,,01/01/2017,1,28,http://www.jstor.org/stable/26377374,Nicole Doerr,"Sage Publications, Ltd.",eng,3,23,,lega nord; black sheep; poster; visual; svp poster; political; transnational; discourse; sheep poster; van leeuwen,9536,21,unigrams; bigrams; trigrams,,,,,
ark://27927/pjb3nn62rkt,Elusive Proteus: A study in the ideological morphology of the Organization of Ukrainian Nationalists,Communist and Post-Communist Studies,2015,10.1016/j.postcomstud.2015.06.005,article,research-article,portico,,01/06/2015,02-Mar,48,http://doi.org/10.1016/j.postcomstud.2015.06.005,Ivan Gomza,University of California Press,eng,195,207,,ouns ideology; fascist; ukrainian; political; ideological; political concepts; concepts; cognizing subject; interpretative schema; ideological metamorphosis,11867,13,unigram; bigram; trigram,,,,,
ark://27927/phzd526c8s9,Reconstructing the Self and the City: Wolfgang Koeppen's Rubble Film Bei Betty (1946–1948),The German Quarterly,2020,10.1111/gequ.12123,article,,portico,,01/01/2020,1,93,http://doi.org/10.1111/gequ.12123,Kathryn Sederberg,"John Wiley & Sons, Inc.",eng,37,55,,koeppen; bei betty; wolfgang koeppen; postwar; halben; rubble; elisabeth; screenplay; rubble films; german,8631,19,unigram; bigram; trigram,,,,,
ark://27927/pgk2d6sdm91,"Immobilizing mobility: Border ethnography, illiberal democracy, and the politics of the “refugee crisis” in Hungary",American Ethnologist,2016,10.1111/amet.12260,article,article,portico,,01/02/2016,1,43,http://doi.org/10.1111/amet.12260,DANIEL MONTERESCU; ANNASTIINA KALLIUS; PREM KUMAR RAJARAM,"John Wiley & Sons, Inc.",eng,25,37,,migrants; hungarian; hungary; refugees; humanitarian; border; american ethnologist; budapest; migszol csoport; mobility,9759,13,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/4194332,False Consciousness and Ideology in Marxist Theory,Acta Sociologica,1981,,article,research-article,jstor,,01/01/1981,01-Feb,24,http://www.jstor.org/stable/4194332,Ron Eyerman,"Sage Publications, Ltd.",eng,43,56,,false consciousness; ideology; working; gramsci; capitalist; marxist; social; consciousness and ideology; frankfurt school; bourgeoise,7076,14,unigrams; bigrams; trigrams,,,,,
ark://27927/pbf42zsp08,FOREWORD,Ideological Profile of Twentieth-Century Italy,2014,10.2307/j.ctt7zvm5s.4,chapter,,portico,,01/07/2014,,,https://doi.org/10.2307/j.ctt7zvm5s.4,MASSIMO L. SALVADORI,Princeton University Press,eng,xv,xxxvi,,bobbio; norberto bobbio; einaudi; italian; political; luigi einaudi; turin einaudi; profile ideologico; fascism; foreword,9948,22,unigram; bigram; trigram,,,,,
ark://27927/phzjqx3bqwn,How Different are Postcommunist Transitions?,Journal of Democracy,1996,10.1353/jod.1996.0062,article,Article,portico,,01/10/1996,4,7,http://doi.org/10.1353/jod.1996.0062,Gia. Nodia,Project MUSE,eng,15,29,,postcommunist; postcommunist transitions; democracy; democratic; communism; communist; political; end page; democratic transitions; private property,9208,12,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/j.ctv5vdd75,Politicizing Digital Space,,2017,,book,book,jstor,,01/01/2017,,3,http://www.jstor.org/stable/j.ctv5vdd75,Trevor Garrison Smith,University of Westminster Press,eng,,,London,political; conflict; consensus; agonistic; politicizing digital; mouffe; people; deliberative; deliberative democracy; echo chambers,71059,,unigrams; bigrams; trigrams; fullText,,,,,
ark://27927/pjb669dnbkg,Manifestos of White Nationalist Ethno-Soldiers,Critical Research on Religion,2022,10.1177/20503032211044426,article,research-article,portico,,01/08/2022,2,10,http://doi.org/10.1177/20503032211044426,Stephen Turner; Per-Erik Nilsson; Deborah Tollefsen,SAGE Publications,eng,221,235,,tarrant; balliet; manifesto; racialization; conspirational racialization; earnest; great replacement; genocide; jewish; radical nationalist,8888,15,unigram; bigram; trigram,,,,,
ark://27927/pgkz8s2tz3,"Social work, exclusionary populism and xenophobia in Italy",International Social Work,2015,10.1177/0020872813503855,article,,portico,,01/07/2015,4,58,http://doi.org/10.1177/0020872813503855,Luca Fazzi,SAGE Publications,eng,595,605,,social; social workers; interviewees; northern league; immigrants; populism; populist; services; professional; municipalities,6038,11,unigram; bigram; trigram,,,,,
ark://27927/phx3bv97fmj,"Challenging environments: Danger, resilience and the aid industry",Security Dialogue,2012,10.1177/0967010612457975,article,,portico,,01/10/2012,5,43,http://doi.org/10.1177/0967010612457975,Markus-Michael Müller; Jana Hönke; Mark Duffield,SAGE Publications,eng,475,492,,security; resilience; humanitarian; aid workers; duffield; aid industry; aid agencies; international; liberal interventionism; modernist,10221,18,unigram; bigram; trigram,,,,,
ark://27927/pbd87r6dtp,Notes,In Times of Crisis,2001,,chapter,,portico,,01/01/2001,,,,Steven E. Aschheim,University of Wisconsin Press,eng,197,264,,nietzsche; arendt; hannah arendt; strauss; nordau; nordau degeneration; leo strauss; nietzsche legacy; jewish; friedrich nietzsche,31949,68,unigram; bigram; trigram,,,,,
ark://27927/pjbfnqzkktg,3 Chronicle and Tragedy: The Neorealist Representation of History,Italian Neorealism,2020,,chapter,,portico,,01/01/2020,,,,"Leavitt IV, Charles L.",University of Toronto Press,eng,,,,cronaca; chronicle; neorealist; italian neorealism; piazzesi; neorealist representation; literary; una cronaca; history; storia,22771,43,unigram; bigram; trigram,,,,,
ark://27927/pbd81b2xqb,Index,Labor Disorders in Neoliberal Italy,2011,,chapter,,portico,,01/01/2011,,,,Noelle J. Mol,Indiana University Press,eng,205,212,,neoliberal; mobbing; italian; workers; psychological; regimes; workplace; sexual; mobbees; gender,4838,10,unigram; bigram; trigram,,,,,
ark://27927/pc034jdv30,"Counter-Terror Culture: Ambiguity, Subversion, or Legitimization?",Security Dialogue,2007,10.1177/0967010607078538,article,research-article,portico,,01/06/2007,2,38,http://doi.org/10.1177/0967010607078538,Christian W. Erickson,SAGE Publications,eng,197,214,,terrorism; battlestar galactica; security; matrix trilogy; counter; security apparatus; agents; culture; subversion; erickson counter,10836,18,unigram; bigram; trigram,,,,,
ark://27927/phzfjntjddb,"4. Tarantella for U.S., Italian American, and Cosmopolitan Markets: Alessandra Belloni’s Performance from New York City to Honolulu",Global Tarantella,2017,,chapter,,portico,,01/01/2017,,,,"Inserra, Incoronata",University of Illinois Press,eng,,,,tarantella; italian; belloni; southern italian; italian folk; american; italian culture; italian folk music; black madonna; cosmopolitan markets,13847,32,unigram; bigram; trigram,,,,,
ark://27927/pjbq42pk8tf,"War, Hunger and Economic Restructuring",The Long Retreat,2024,,chapter,,portico,,20/05/2024,,,,Boris Kagarlitsky; Patrick Bond; Renfrey Clarke,Pluto Press,eng,115,138,,russian; ukraine; ukrainian; economic; economic restructuring; war hunger; military; vladimir putin; long retreat; crisis,11542,24,unigram; bigram; trigram,,,,,
ark://27927/pgh1ggj9tgd,Preliminary Program of the 1996 Annual Meeting,PS: Political Science & Politics,1996,10.1017/S1049096500044784,article,,portico,,01/06/1996,2,29,http://doi.org/10.1017/S1049096500044784,,Cambridge University Press,eng,255,405,,roundtable; politics; political science; inequality; francisco hilton; meeting; placement service; registration; send registration; preregistration,96886,151,unigram; bigram; trigram,,,,,
ark://27927/pbf3p0xp5j,Notes,Devil in History,2012,10.1525/j.ctt1ppwf2.12,chapter,,portico,,28/09/2012,,,https://doi.org/10.1525/j.ctt1ppwf2.12,Vladimir Tismaneanu,University of California Press,eng,235,296,,stalinism; fascism; hitler; kershaw hitler; ian kershaw; communism; soviet; igal halfi; antifascism; emilio gentile,30292,62,unigram; bigram; trigram,,,,,
ark://27927/pjbp38zst0q,Political violence in far‐right memory: Fratelli d'Italia's remembrance of the Primavalle arson,Contemporary European Politics,2024,10.1002/cep4.9,article,researchArticle,portico,,01/03/2024,1,2,http://doi.org/10.1002/cep4.9,Maeve Marchese; Pier Domenico Tortola,"John Wiley & Sons, Inc.",eng,n/a,n/a,,mattei; memory; fratelli mattei; political; tortola; cento bull; political violence; mattei brothers; meloni; fascist,14229,17,unigram; bigram; trigram,,,,,
ark://27927/pbd6h4s53z,Bibliography,FascistsFascists,2009,10.1017/CBO9780511806568.014,chapter,,portico,,01/01/2009,,,https://doi.org/10.1017/CBO9780511806568.014,Michael Mann,Cambridge University Press,eng,395,416,,fascism; iwv kcy; university; madrid; república; weimar; weimar republic; london croomhelm; italian fascism; larsen,9731,22,unigram; bigram; trigram,,,,,
ark://27927/pbq717t10,Life During Wartime,From Trocchi to Trainspotting – Scottish Critical Theory Since 1960,2006,10.3366/j.ctt1r2czw.10,chapter,,portico,,04/07/2006,,,https://doi.org/10.3366/j.ctt1r2czw.10,Michael Gardiner,Edinburgh University Press,eng,131,151,,finlay; hamilton finlay; scottish; ian hamilton; ian hamilton finlay; little sparta; enlightenment; galloway; keep breathing; macmurray,8644,21,unigram; bigram; trigram,,,,,
ark://27927/phx6206b6b8,Index to Volume 36 Numbers 1–4 2001,Journal of Contemporary History,2001,10.1177/002200940103600412,article,,portico,,01/10/2001,4,36,http://doi.org/10.1177/002200940103600412,,SAGE Publications,eng,695,699,,reviewed; mark roseman; edward acton; corfield; lucy noakes; john whittam; history; neil caplan; pauline elkes; penelope,1961,5,unigram; bigram; trigram,,,,,
ark://27927/phx81qqc09t,Book Reviews,Historian,1998,10.1111/j.1540-6563.1998.tb01428.x,article,,portico,,01/09/1998,1,61,http://doi.org/10.1111/j.1540-6563.1998.tb01428.x,,"John Wiley & Sons, Inc.",eng,135,224,,courtwright; apartheid; muslim; african; colonial; politics; dennett; history; lincoln; fernando,45624,90,unigram; bigram; trigram,,,,,
ark://27927/pjcdp6vzf8,Bibliography,Women’s Voices in Digital Media,2022,,chapter,,portico,,01/01/2022,,,,"O'Meara, Jennifer",University of Texas Press,eng,,,,scarlett johansson; cinema; drag race; karina longworth; podcast; dear angelica; digital; must remember; rupaul’s drag; charlie kaufman,10489,18,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/20081306,The Long History of Corporatism in Italy: A Question of Culture or Economics?,Contemporary European History,2006,,article,research-article,jstor,,01/05/2006,2,15,http://www.jstor.org/stable/20081306,Mariuccia Salvati,Cambridge University Press,eng,223,244,,enti pubblici; fascist; corporatism; mulino; political; bari laterza; storia; bologna; italian; anni trenta,12164,22,unigrams; bigrams; trigrams,,,,,
ark://27927/pjbj8j3kk41,What’s in a name? Gender equality and the European Conservatives and Reformists’ group in the European Parliament,Party Politics,2023,10.1177/13540688221116247,article,research-article,portico,,01/09/2023,5,29,http://doi.org/10.1177/13540688221116247,Marco Siddi; Cherry Miller; Barbara Gaweda,SAGE Publications,eng,829,839,,gender equality; conservatism; european; interview; ecr meps; ecr group; conservatives; conservative; european parliament; political,10983,11,unigram; bigram; trigram,,,,,
ark://27927/pjc1c7850zg,Index,The Question of Unworthy Life,2024,,chapter,,portico,,01/01/2024,,,,"Herzog, Dagmar",Princeton University Press,eng,,,,intellectual disabilities; die freigabe; euthanasia; nicht trägst; eine insel; einem meer; lebensunwerten lebens; residential institutions; euthanasie geschädigten; protestant church,6401,10,unigram; bigram; trigram,,,,,
ark://27927/pjc17s8qmhf,Populist Memory Politics and the Performance of Victimhood: Analysing the Political Exploitation of Historical Injustice in Central Europe,Government and Opposition,2024,10.1017/gov.2023.10,article,research-article,portico,,01/07/2024,3,59,http://doi.org/10.1017/gov.2023.10,Jens Meijen; Peter Vermeersch,Cambridge University Press,eng,932,950,,victimhood; populists; populism; memory politics; victimhood populism; underdog; hungary; polish; peter vermeersch; poland,12534,19,unigram; bigram; trigram,,,,,
ark://27927/phzb8jfxfcc,Populism without borders. Notes on a global history,Constellations,2019,10.1111/1467-8675.12431,article,,portico,,01/09/2019,3,26,http://doi.org/10.1111/1467-8675.12431,Federico Finchelstein,"John Wiley & Sons, Inc.",eng,418,429,,populism; fascism; vargas; global; democracy; like perón; post fascist; peronism; transnational; perón vargas,8004,12,unigram; bigram; trigram,,,,,
ark://27927/pjbhhq9b2vj,From domestication to imperial patronage: Deconstructing the biomedicalisation of occupational therapy,"Health: An Interdisciplinary Journal for the Social Study of Health, Illness and Medicine",2023,10.1177/13634593211067891,article,research-article,portico,,01/09/2023,5,27,http://doi.org/10.1177/13634593211067891,Dave Holmes; Pier-Luc Turcotte,SAGE Publications,eng,719,737,,occupational therapy; deleuze and guattari; deleuze; guattari; occupational therapists; crafts; occupational science; holmes; arts and crafts; nomad science,12022,19,unigram; bigram; trigram,,,,,
http://www.jstor.org/stable/44483858,The Significance of the Italian Elections,Government and Opposition,1994,,article,research-article,jstor,,01/07/1994,3,29,http://www.jstor.org/stable/44483858,Francesco Sidoti,Cambridge University Press,eng,332,347,,berlusconi; italian; alliance; forza italia; italian elections; freedom alliance; extreme right; progressive alliance; national alliance; fascist,5514,16,unigrams; bigrams; trigrams,,,,,
ark://27927/pbd9ctf7sk,Notes,Split Screen Korea,2014,,chapter,,portico,,01/01/2014,,,,Steven Chung,University of Minnesota Press,eng,215,236,,korean; korean film; cinema; korean cinema; shin films; north korean; shin sangok; korean melodrama; kirim korean; south korean,11456,22,unigram; bigram; trigram,,,,,
ark://27927/pbd93m10h5,Index,Vilm Flusser,2011,,chapter,,portico,,01/01/2011,,,,Anke Finger; Rainer Guldin; Gustavo Bernardo,University of Minnesota Press,eng,159,176,,flusser; xxviii; são paulo; translation; flusser xxi; vilém flusser; xxiii xxvii; dialogical; cultural; discourse,5613,23,unigram; bigram; trigram,,,,,
ark://27927/pjbj158rfsw,Notes,Home after Fascism,2023,,chapter,,portico,,01/01/2023,,,,"Koch, Anna",Indiana University Press,eng,,,,jewish; fulbrook reckonings; holocaust; kantorowicz; kantorowicz deutsches; deutsches tagebuch; nachlass; mein leben; jüdische; seghers,36256,52,unigram; bigram; trigram,,,,,
ark://27927/pjbmxjk0vk9,What Is Fascism in History?,From Fascism to Populism in History,2019,,chapter,,portico,,20/08/2019,,,,Federico Finchelstein,University of California Press,eng,31,97,,fascism; fascists; mussolini; political; historians; transnational; history; fascist ideology; violence; sternhell,23198,67,unigram; bigram; trigram,,,,,
ark://27927/phzbq71szsn,Issue Table of Contents,Critical Sociology,2019,,article,,portico,,01/11/2019,07-Aug,45,,,SAGE Publications,eng,,,,liberalism; werner bonefeld; neoliberalism; leila simona; justificatory fables; symbolism deval; thierry drapeau; storey justificatory; alan cafruny; bonefeld german,479,2,unigram; bigram; trigram,,,,,
